date,region,species,obs_freq,count,wind_speed
2023-01-07,Süd,Tufted Duck,1,1,9.2
2023-01-08,Nord,Mallard,1,25,17.4
2023-01-08,Nord,Tufted Duck,1,10,17.4
2023-01-08,Süd,Mallard,1,1,11.2
2023-01-08,Süd,Eurasian Wigeon,1,1,11.2
2023-01-08,Süd,Tufted Duck,1,1,11.2
2023-01-09,Nord,Mallard,1,15,18.8
2023-01-09,Nord,Tufted Duck,1,1,18.8
2023-01-09,Süd,Mallard,1,100,26.0
2023-01-09,Süd,Tufted Duck,1,15,26.0
2023-01-10,Süd,Mallard,1,1,23.4
2023-01-10,Süd,Eurasian Wigeon,1,1,23.4
2023-01-10,Süd,Tufted Duck,1,1,23.4
2023-01-11,Süd,Mallard,1,10,23.1
2023-01-11,Süd,Tufted Duck,1,1,23.1
2023-01-12,Süd,Mallard,1,200,26.7
2023-01-12,Süd,Eurasian Wigeon,1,80,26.7
2023-01-12,Süd,Tufted Duck,1,15,26.7
2023-01-13,Nord,Mallard,1,1,31.8
2023-01-13,Süd,Mallard,1,2,31.1
2023-01-13,Süd,Eurasian Wigeon,1,7,31.1
2023-01-13,Süd,Tufted Duck,1,1,31.1
2023-01-14,Süd,Mallard,1,1,20.3
2023-01-14,Süd,Eurasian Wigeon,1,4,20.3
2023-01-14,Süd,Tufted Duck,1,11,20.3
2023-01-15,Nord,Mallard,1,1,40.7
2023-01-15,Süd,Mallard,1,1,22.5
2023-01-15,Süd,Eurasian Wigeon,1,28,22.5
2023-01-15,Süd,Tufted Duck,1,391,22.5
2023-01-16,Nord,Mallard,1,13,26.8
2023-01-16,Süd,Mallard,1,5,27.0
2023-01-16,Süd,Tufted Duck,1,11,27.0
2023-01-17,Süd,Mallard,1,20,23.7
2023-01-17,Süd,Eurasian Wigeon,1,2,23.7
2023-01-17,Süd,Tufted Duck,1,1,23.7
2023-01-18,Süd,Mallard,1,1,23.6
2023-01-18,Süd,Tufted Duck,1,6,23.6
2023-01-19,Süd,Mallard,1,25,13.3
2023-01-19,Süd,Tufted Duck,1,117,13.3
2023-01-20,Süd,Mallard,1,15,12.3
2023-01-20,Süd,Eurasian Wigeon,1,20,12.3
2023-01-20,Süd,Tufted Duck,1,1,12.3
2023-01-21,Nord,Mallard,1,9,18.4
2023-01-21,Nord,Tufted Duck,1,7,18.4
2023-01-21,Süd,Mallard,1,17,14.1
2023-01-21,Süd,Eurasian Wigeon,1,200,14.1
2023-01-21,Süd,Tufted Duck,1,42,14.1
2023-01-22,Süd,Mallard,1,1,7.1
2023-01-22,Süd,Eurasian Wigeon,1,1,7.1
2023-01-22,Süd,Tufted Duck,1,1,7.1
2023-01-23,Süd,Mallard,1,4,15.2
2023-01-23,Süd,Eurasian Wigeon,1,2,15.2
2023-01-23,Süd,Tufted Duck,1,1,15.2
2023-01-24,Süd,Mallard,1,20,15.3
2023-01-24,Süd,Eurasian Wigeon,1,1,15.3
2023-01-24,Süd,Tufted Duck,1,1,15.3
2023-01-25,Süd,Mallard,1,3,12.6
2023-01-25,Süd,Eurasian Wigeon,1,30,12.6
2023-01-25,Süd,Tufted Duck,1,1,12.6
2023-01-26,Süd,Mallard,1,9,7.8
2023-01-26,Süd,Eurasian Wigeon,1,1,7.8
2023-01-26,Süd,Tufted Duck,1,1,7.8
2023-01-27,Süd,Mallard,1,35,8.2
2023-01-27,Süd,Tufted Duck,1,20,8.2
2023-01-28,Nord,Mallard,1,2,16.7
2023-01-28,Nord,Eurasian Wigeon,1,1,16.7
2023-01-28,Nord,Tufted Duck,1,1,16.7
2023-01-28,Süd,Mallard,1,21,8.7
2023-01-28,Süd,Eurasian Wigeon,1,6,8.7
2023-01-28,Süd,Tufted Duck,1,24,8.7
2023-01-29,Süd,Mallard,1,4,14.1
2023-01-29,Süd,Eurasian Wigeon,1,24,14.1
2023-01-29,Süd,Tufted Duck,1,40,14.1
2023-01-30,Süd,Mallard,1,5,32.9
2023-01-30,Süd,Tufted Duck,1,2,32.9
2023-01-31,Süd,Mallard,1,47,26.4
2023-01-31,Süd,Eurasian Wigeon,1,2,26.4
2023-01-31,Süd,Tufted Duck,1,2,26.4
2023-02-01,Süd,Mallard,1,7,33.9
2023-02-01,Süd,Tufted Duck,1,1,33.9
2023-02-02,Nord,Mallard,1,12,31.8
2023-02-02,Süd,Mallard,1,55,34.1
2023-02-02,Süd,Tufted Duck,1,40,34.1
2023-02-03,Süd,Mallard,1,10,37.6
2023-02-03,Süd,Eurasian Wigeon,1,1,37.6
2023-02-03,Süd,Tufted Duck,1,8,37.6
2023-02-04,Süd,Mallard,1,2,30.0
2023-02-04,Süd,Eurasian Wigeon,1,1,30.0
2023-02-04,Süd,Tufted Duck,1,5,30.0
2023-02-05,Nord,Mallard,1,20,15.3
2023-02-05,Süd,Mallard,1,1,6.4
2023-02-05,Süd,Eurasian Wigeon,1,1,6.4
2023-02-05,Süd,Tufted Duck,1,1,6.4
2023-02-06,Nord,Mallard,1,18,10.5
2023-02-06,Süd,Mallard,1,10,9.7
2023-02-06,Süd,Eurasian Wigeon,1,3,9.7
2023-02-06,Süd,Tufted Duck,1,350,9.7
2023-02-07,Nord,Mallard,1,22,9.7
2023-02-07,Süd,Mallard,1,1,14.1
2023-02-07,Süd,Eurasian Wigeon,1,1,14.1
2023-02-07,Süd,Tufted Duck,1,1,14.1
2023-02-08,Nord,Mallard,1,18,14.9
2023-02-08,Süd,Mallard,1,16,17.4
2023-02-08,Süd,Eurasian Wigeon,1,15,17.4
2023-02-08,Süd,Tufted Duck,1,1,17.4
2023-02-09,Nord,Mallard,1,10,16.8
2023-02-09,Süd,Mallard,1,1,10.5
2023-02-09,Süd,Tufted Duck,1,30,10.5
2023-02-10,Nord,Mallard,1,1,25.3
2023-02-10,Süd,Mallard,1,1,11.5
2023-02-10,Süd,Tufted Duck,1,100,11.5
2023-02-11,Nord,Mallard,1,26,25.3
2023-02-11,Süd,Mallard,1,9,13.8
2023-02-11,Süd,Eurasian Wigeon,1,14,13.8
2023-02-11,Süd,Tufted Duck,1,6,13.8
2023-02-12,Nord,Mallard,1,16,12.3
2023-02-12,Süd,Mallard,1,6,10.8
2023-02-12,Süd,Eurasian Wigeon,1,65,10.8
2023-02-12,Süd,Tufted Duck,1,1,10.8
2023-02-13,Nord,Mallard,1,20,13.4
2023-02-13,Nord,Tufted Duck,1,4,13.4
2023-02-13,Süd,Mallard,1,35,9.2
2023-02-13,Süd,Tufted Duck,1,8,9.2
2023-02-14,Nord,Mallard,1,4,9.7
2023-02-14,Süd,Mallard,1,1,10.6
2023-02-14,Süd,Tufted Duck,1,1,10.6
2023-02-15,Süd,Mallard,1,60,11.0
2023-02-15,Süd,Tufted Duck,1,4,11.0
2023-02-16,Nord,Mallard,1,4,19.2
2023-02-16,Nord,Tufted Duck,1,4,19.2
2023-02-16,Süd,Mallard,1,2,14.0
2023-02-16,Süd,Eurasian Wigeon,1,2,14.0
2023-02-16,Süd,Tufted Duck,1,31,14.0
2023-02-17,Süd,Mallard,1,30,30.2
2023-02-17,Süd,Tufted Duck,1,40,30.2
2023-02-18,Nord,Mallard,1,8,34.4
2023-02-18,Süd,Mallard,1,25,31.0
2023-02-18,Süd,Eurasian Wigeon,1,3,31.0
2023-02-18,Süd,Tufted Duck,1,3,31.0
2023-02-19,Nord,Mallard,1,1,18.6
2023-02-19,Nord,Tufted Duck,1,5,18.6
2023-02-19,Süd,Mallard,1,8,28.6
2023-02-19,Süd,Eurasian Wigeon,1,26,28.6
2023-02-19,Süd,Tufted Duck,1,50,28.6
2023-02-20,Süd,Mallard,1,17,18.2
2023-02-20,Süd,Eurasian Wigeon,1,72,18.2
2023-02-20,Süd,Tufted Duck,1,2,18.2
2023-02-21,Süd,Mallard,1,2,12.3
2023-02-21,Süd,Eurasian Wigeon,1,1,12.3
2023-02-21,Süd,Tufted Duck,1,30,12.3
2023-02-22,Süd,Mallard,1,9,11.4
2023-02-22,Süd,Eurasian Wigeon,1,1,11.4
2023-02-22,Süd,Tufted Duck,1,135,11.4
2023-02-23,Nord,Mallard,1,4,18.0
2023-02-23,Süd,Mallard,1,2,10.7
2023-02-23,Süd,Tufted Duck,1,10,10.7
2023-02-24,Nord,Mallard,1,1,28.3
2023-02-24,Süd,Mallard,1,1,20.1
2023-02-24,Süd,Eurasian Wigeon,1,2,20.1
2023-02-24,Süd,Tufted Duck,1,1,20.1
2023-02-25,Nord,Mallard,1,20,29.2
2023-02-25,Nord,Tufted Duck,1,30,29.2
2023-02-25,Süd,Mallard,1,4,21.1
2023-02-25,Süd,Eurasian Wigeon,1,1,21.1
2023-02-25,Süd,Tufted Duck,1,18,21.1
2023-02-26,Nord,Mallard,1,15,18.3
2023-02-26,Nord,Tufted Duck,1,8,18.3
2023-02-26,Süd,Mallard,1,4,19.2
2023-02-26,Süd,Eurasian Wigeon,1,1,19.2
2023-02-26,Süd,Tufted Duck,1,1,19.2
2023-02-27,Nord,Mallard,1,20,9.9
2023-02-27,Nord,Tufted Duck,1,2,9.9
2023-02-27,Süd,Mallard,1,7,25.7
2023-02-27,Süd,Eurasian Wigeon,1,2,25.7
2023-02-27,Süd,Tufted Duck,1,7,25.7
2023-02-28,Nord,Mallard,1,1,9.1
2023-02-28,Süd,Mallard,1,2,18.0
2023-03-01,Nord,Mallard,1,16,11.6
2023-03-01,Nord,Tufted Duck,1,19,11.6
2023-03-01,Süd,Mallard,1,1,18.4
2023-03-01,Süd,Eurasian Wigeon,1,1,18.4
2023-03-01,Süd,Tufted Duck,1,1,18.4
2023-03-02,Nord,Mallard,1,19,8.2
2023-03-02,Nord,Tufted Duck,1,5,8.2
2023-03-02,Süd,Mallard,1,80,10.5
2023-03-02,Süd,Tufted Duck,1,2,10.5
2023-03-03,Nord,Mallard,1,5,20.7
2023-03-03,Nord,Tufted Duck,1,24,20.7
2023-03-03,Süd,Mallard,1,17,10.8
2023-03-03,Süd,Eurasian Wigeon,1,25,10.8
2023-03-03,Süd,Tufted Duck,1,8,10.8
2023-03-04,Nord,Mallard,1,22,25.5
2023-03-04,Nord,Tufted Duck,1,9,25.5
2023-03-04,Süd,Mallard,1,8,15.0
2023-03-04,Süd,Eurasian Wigeon,1,2,15.0
2023-03-04,Süd,Tufted Duck,1,6,15.0
2023-03-05,Süd,Mallard,1,30,14.6
2023-03-05,Süd,Eurasian Wigeon,1,8,14.6
2023-03-05,Süd,Tufted Duck,1,30,14.6
2023-03-06,Süd,Mallard,1,1,18.1
2023-03-06,Süd,Tufted Duck,1,8,18.1
2023-03-07,Nord,Mallard,1,20,33.9
2023-03-07,Nord,Tufted Duck,1,5,33.9
2023-03-07,Süd,Mallard,1,1,26.0
2023-03-07,Süd,Eurasian Wigeon,1,50,26.0
2023-03-07,Süd,Tufted Duck,1,1,26.0
2023-03-08,Nord,Mallard,1,6,12.9
2023-03-08,Süd,Mallard,1,5,33.0
2023-03-08,Süd,Tufted Duck,1,6,33.0
2023-03-09,Nord,Mallard,1,1,11.4
2023-03-09,Süd,Mallard,1,2,37.2
2023-03-09,Süd,Tufted Duck,1,3,37.2
2023-03-10,Süd,Mallard,1,3,38.4
2023-03-10,Süd,Tufted Duck,1,1,38.4
2023-03-11,Nord,Mallard,1,5,21.6
2023-03-11,Nord,Eurasian Wigeon,1,12,21.6
2023-03-11,Nord,Tufted Duck,1,2,21.6
2023-03-11,Süd,Mallard,1,2,29.5
2023-03-11,Süd,Eurasian Wigeon,1,2,29.5
2023-03-11,Süd,Tufted Duck,1,22,29.5
2023-03-12,Süd,Mallard,1,5,18.8
2023-03-12,Süd,Eurasian Wigeon,1,31,18.8
2023-03-12,Süd,Tufted Duck,1,1,18.8
2023-03-13,Nord,Mallard,1,8,34.7
2023-03-13,Nord,Tufted Duck,1,2,34.7
2023-03-13,Süd,Mallard,1,12,20.1
2023-03-13,Süd,Eurasian Wigeon,1,32,20.1
2023-03-13,Süd,Tufted Duck,1,3,20.1
2023-03-14,Nord,Mallard,1,16,32.3
2023-03-14,Nord,Tufted Duck,1,10,32.3
2023-03-14,Süd,Mallard,1,8,34.2
2023-03-14,Süd,Tufted Duck,1,6,34.2
2023-03-15,Nord,Mallard,1,10,26.6
2023-03-15,Süd,Mallard,1,4,21.6
2023-03-15,Süd,Eurasian Wigeon,1,2,21.6
2023-03-15,Süd,Tufted Duck,1,1,21.6
2023-03-16,Nord,Mallard,1,4,23.5
2023-03-16,Nord,Tufted Duck,1,5,23.5
2023-03-16,Süd,Mallard,1,6,12.6
2023-03-16,Süd,Eurasian Wigeon,1,1,12.6
2023-03-16,Süd,Tufted Duck,1,1,12.6
2023-03-17,Nord,Mallard,1,16,18.5
2023-03-17,Süd,Mallard,1,8,9.6
2023-03-17,Süd,Eurasian Wigeon,1,1,9.6
2023-03-17,Süd,Tufted Duck,1,12,9.6
2023-03-18,Nord,Mallard,1,16,17.9
2023-03-18,Nord,Tufted Duck,1,4,17.9
2023-03-18,Süd,Mallard,1,2,12.0
2023-03-18,Süd,Eurasian Wigeon,1,3,12.0
2023-03-18,Süd,Tufted Duck,1,1,12.0
2023-03-19,Nord,Mallard,1,16,10.7
2023-03-19,Nord,Tufted Duck,1,21,10.7
2023-03-19,Süd,Mallard,1,3,13.3
2023-03-19,Süd,Eurasian Wigeon,1,1,13.3
2023-03-19,Süd,Tufted Duck,1,1,13.3
2023-03-20,Süd,Mallard,1,1,13.8
2023-03-20,Süd,Eurasian Wigeon,1,5,13.8
2023-03-20,Süd,Tufted Duck,1,4,13.8
2023-03-21,Nord,Mallard,1,15,18.1
2023-03-21,Nord,Tufted Duck,1,2,18.1
2023-03-21,Süd,Mallard,1,2,9.4
2023-03-21,Süd,Eurasian Wigeon,1,1,9.4
2023-03-21,Süd,Tufted Duck,1,2,9.4
2023-03-22,Nord,Mallard,1,3,32.6
2023-03-22,Nord,Tufted Duck,1,2,32.6
2023-03-22,Süd,Mallard,1,1,11.9
2023-03-22,Süd,Eurasian Wigeon,1,1,11.9
2023-03-22,Süd,Tufted Duck,1,12,11.9
2023-03-23,Nord,Mallard,1,16,29.7
2023-03-23,Süd,Mallard,1,2,15.6
2023-03-23,Süd,Tufted Duck,1,1,15.6
2023-03-24,Nord,Mallard,1,16,29.0
2023-03-24,Nord,Tufted Duck,1,2,29.0
2023-03-24,Süd,Mallard,1,2,23.5
2023-03-24,Süd,Tufted Duck,1,1,23.5
2023-03-25,Nord,Mallard,1,1,27.4
2023-03-25,Süd,Mallard,1,1,34.6
2023-03-25,Süd,Eurasian Wigeon,1,2,34.6
2023-03-25,Süd,Tufted Duck,1,1,34.6
2023-03-26,Nord,Mallard,1,10,23.8
2023-03-26,Süd,Mallard,1,4,26.8
2023-03-26,Süd,Tufted Duck,1,12,26.8
2023-03-27,Nord,Mallard,1,12,29.0
2023-03-27,Süd,Mallard,1,1,23.2
2023-03-27,Süd,Eurasian Wigeon,1,2,23.2
2023-03-27,Süd,Tufted Duck,1,1,23.2
2023-03-28,Nord,Mallard,1,14,17.8
2023-03-28,Süd,Mallard,1,4,20.8
2023-03-28,Süd,Eurasian Wigeon,1,2,20.8
2023-03-28,Süd,Tufted Duck,1,4,20.8
2023-03-29,Nord,Mallard,1,12,17.1
2023-03-29,Süd,Mallard,1,1,21.7
2023-03-29,Süd,Tufted Duck,1,15,21.7
2023-03-30,Nord,Mallard,1,2,28.0
2023-03-30,Nord,Tufted Duck,1,5,28.0
2023-03-30,Süd,Mallard,1,1,24.0
2023-03-30,Süd,Tufted Duck,1,13,24.0
2023-03-31,Nord,Mallard,1,10,17.9
2023-03-31,Süd,Mallard,1,4,30.6
2023-03-31,Süd,Tufted Duck,1,5,30.6
2023-04-01,Nord,Mallard,1,6,24.3
2023-04-01,Nord,Tufted Duck,1,1,24.3
2023-04-01,Süd,Mallard,1,9,34.5
2023-04-01,Süd,Eurasian Wigeon,1,1,34.5
2023-04-01,Süd,Tufted Duck,1,17,34.5
2023-04-02,Nord,Mallard,1,6,23.2
2023-04-02,Nord,Eurasian Wigeon,1,1,23.2
2023-04-02,Nord,Tufted Duck,1,1,23.2
2023-04-02,Süd,Mallard,1,2,19.9
2023-04-02,Süd,Eurasian Wigeon,1,4,19.9
2023-04-02,Süd,Tufted Duck,1,8,19.9
2023-04-03,Nord,Mallard,1,5,15.6
2023-04-03,Nord,Tufted Duck,1,5,15.6
2023-04-03,Süd,Mallard,1,5,15.9
2023-04-03,Süd,Eurasian Wigeon,1,4,15.9
2023-04-03,Süd,Tufted Duck,1,11,15.9
2023-04-04,Nord,Mallard,1,5,9.8
2023-04-04,Nord,Tufted Duck,1,30,9.8
2023-04-04,Süd,Mallard,1,6,17.3
2023-04-04,Süd,Eurasian Wigeon,1,4,17.3
2023-04-04,Süd,Tufted Duck,1,5,17.3
2023-04-05,Nord,Mallard,1,15,8.0
2023-04-05,Nord,Tufted Duck,1,3,8.0
2023-04-05,Süd,Mallard,1,8,11.3
2023-04-05,Süd,Eurasian Wigeon,1,3,11.3
2023-04-05,Süd,Tufted Duck,1,1,11.3
2023-04-06,Nord,Mallard,1,10,18.0
2023-04-06,Nord,Tufted Duck,1,3,18.0
2023-04-06,Süd,Mallard,1,1,10.8
2023-04-06,Süd,Eurasian Wigeon,1,2,10.8
2023-04-06,Süd,Tufted Duck,1,3,10.8
2023-04-07,Nord,Mallard,1,2,19.2
2023-04-07,Nord,Tufted Duck,1,2,19.2
2023-04-07,Süd,Mallard,1,4,13.1
2023-04-07,Süd,Eurasian Wigeon,1,4,13.1
2023-04-07,Süd,Tufted Duck,1,1,13.1
2023-04-08,Nord,Mallard,1,12,14.5
2023-04-08,Nord,Tufted Duck,1,2,14.5
2023-04-08,Süd,Mallard,1,1,14.0
2023-04-08,Süd,Eurasian Wigeon,1,5,14.0
2023-04-08,Süd,Tufted Duck,1,9,14.0
2023-04-09,Nord,Mallard,1,5,8.9
2023-04-09,Nord,Tufted Duck,1,10,8.9
2023-04-09,Süd,Mallard,1,2,13.4
2023-04-09,Süd,Eurasian Wigeon,1,7,13.4
2023-04-09,Süd,Tufted Duck,1,4,13.4
2023-04-10,Nord,Mallard,1,12,24.5
2023-04-10,Nord,Eurasian Wigeon,1,4,24.5
2023-04-10,Nord,Tufted Duck,1,2,24.5
2023-04-10,Süd,Mallard,1,7,13.7
2023-04-10,Süd,Eurasian Wigeon,1,10,13.7
2023-04-10,Süd,Tufted Duck,1,2,13.7
2023-04-11,Nord,Mallard,1,5,27.2
2023-04-11,Nord,Eurasian Wigeon,1,30,27.2
2023-04-11,Nord,Tufted Duck,1,3,27.2
2023-04-11,Süd,Mallard,1,4,26.1
2023-04-11,Süd,Tufted Duck,1,1,26.1
2023-04-12,Nord,Mallard,1,10,22.4
2023-04-12,Süd,Mallard,1,4,17.1
2023-04-12,Süd,Eurasian Wigeon,1,20,17.1
2023-04-12,Süd,Tufted Duck,1,7,17.1
2023-04-13,Nord,Mallard,1,6,26.8
2023-04-13,Nord,Tufted Duck,1,4,26.8
2023-04-13,Süd,Mallard,1,33,18.6
2023-04-13,Süd,Tufted Duck,1,80,18.6
2023-04-14,Süd,Mallard,1,26,18.4
2023-04-14,Süd,Eurasian Wigeon,1,20,18.4
2023-04-14,Süd,Tufted Duck,1,10,18.4
2023-04-15,Nord,Mallard,1,1,20.5
2023-04-15,Süd,Mallard,1,3,18.2
2023-04-15,Süd,Eurasian Wigeon,1,1,18.2
2023-04-15,Süd,Tufted Duck,1,5,18.2
2023-04-16,Nord,Mallard,1,8,17.3
2023-04-16,Nord,Tufted Duck,1,5,17.3
2023-04-16,Süd,Mallard,1,3,14.3
2023-04-16,Süd,Eurasian Wigeon,1,6,14.3
2023-04-16,Süd,Tufted Duck,1,24,14.3
2023-04-17,Nord,Mallard,1,10,23.7
2023-04-17,Nord,Tufted Duck,1,3,23.7
2023-04-17,Süd,Mallard,1,1,13.3
2023-04-17,Süd,Eurasian Wigeon,1,4,13.3
2023-04-17,Süd,Tufted Duck,1,6,13.3
2023-04-18,Nord,Mallard,1,12,25.3
2023-04-18,Süd,Mallard,1,1,17.7
2023-04-18,Süd,Tufted Duck,1,1,17.7
2023-04-19,Nord,Mallard,1,12,29.9
2023-04-19,Süd,Mallard,1,4,15.9
2023-04-19,Süd,Tufted Duck,1,10,15.9
2023-04-20,Nord,Mallard,1,10,26.5
2023-04-20,Süd,Mallard,1,6,19.1
2023-04-20,Süd,Eurasian Wigeon,1,6,19.1
2023-04-20,Süd,Tufted Duck,1,1,19.1
2023-04-21,Nord,Mallard,1,10,25.7
2023-04-21,Nord,Eurasian Wigeon,1,1,25.7
2023-04-21,Nord,Tufted Duck,1,1,25.7
2023-04-21,Süd,Mallard,1,1,14.4
2023-04-21,Süd,Eurasian Wigeon,1,6,14.4
2023-04-21,Süd,Tufted Duck,1,100,14.4
2023-04-22,Nord,Mallard,1,3,18.8
2023-04-22,Nord,Eurasian Wigeon,1,1,18.8
2023-04-22,Nord,Tufted Duck,1,25,18.8
2023-04-22,Süd,Mallard,1,9,12.7
2023-04-22,Süd,Eurasian Wigeon,1,8,12.7
2023-04-22,Süd,Tufted Duck,1,1,12.7
2023-04-23,Nord,Mallard,1,3,14.8
2023-04-23,Süd,Mallard,1,4,12.8
2023-04-23,Süd,Eurasian Wigeon,1,3,12.8
2023-04-23,Süd,Tufted Duck,1,1,12.8
2023-04-24,Nord,Mallard,1,2,26.3
2023-04-24,Nord,Tufted Duck,1,12,26.3
2023-04-24,Süd,Mallard,1,3,24.9
2023-04-24,Süd,Eurasian Wigeon,1,1,24.9
2023-04-24,Süd,Tufted Duck,1,1,24.9
2023-04-25,Nord,Mallard,1,10,30.1
2023-04-25,Süd,Mallard,1,1,21.6
2023-04-25,Süd,Tufted Duck,1,8,21.6
2023-04-26,Nord,Mallard,1,2,23.0
2023-04-26,Nord,Tufted Duck,1,1,23.0
2023-04-26,Süd,Mallard,1,10,12.1
2023-04-26,Süd,Eurasian Wigeon,1,1,12.1
2023-04-26,Süd,Tufted Duck,1,4,12.1
2023-04-27,Nord,Mallard,1,10,17.3
2023-04-27,Nord,Tufted Duck,1,1,17.3
2023-04-27,Süd,Mallard,1,2,9.4
2023-04-27,Süd,Eurasian Wigeon,1,3,9.4
2023-04-27,Süd,Tufted Duck,1,1,9.4
2023-04-28,Nord,Mallard,1,6,18.3
2023-04-28,Nord,Tufted Duck,1,2,18.3
2023-04-28,Süd,Mallard,1,8,18.2
2023-04-28,Süd,Tufted Duck,1,6,18.2
2023-04-29,Nord,Mallard,1,6,23.5
2023-04-29,Nord,Tufted Duck,1,4,23.5
2023-04-29,Süd,Mallard,1,3,17.9
2023-04-29,Süd,Eurasian Wigeon,1,1,17.9
2023-04-29,Süd,Tufted Duck,1,6,17.9
2023-04-30,Nord,Mallard,1,1,9.7
2023-04-30,Nord,Tufted Duck,1,2,9.7
2023-04-30,Süd,Mallard,1,11,18.3
2023-04-30,Süd,Eurasian Wigeon,1,3,18.3
2023-04-30,Süd,Tufted Duck,1,2,18.3
2023-05-01,Nord,Mallard,1,4,14.1
2023-05-01,Süd,Mallard,1,2,13.1
2023-05-01,Süd,Eurasian Wigeon,1,5,13.1
2023-05-01,Süd,Tufted Duck,1,10,13.1
2023-05-02,Nord,Mallard,1,8,21.8
2023-05-02,Nord,Tufted Duck,1,2,21.8
2023-05-02,Süd,Mallard,1,3,14.7
2023-05-02,Süd,Tufted Duck,1,1,14.7
2023-05-03,Nord,Mallard,1,9,10.1
2023-05-03,Nord,Tufted Duck,1,2,10.1
2023-05-03,Süd,Mallard,1,4,11.6
2023-05-03,Süd,Tufted Duck,1,1,11.6
2023-05-04,Nord,Mallard,1,10,18.8
2023-05-04,Süd,Mallard,1,3,15.1
2023-05-04,Süd,Eurasian Wigeon,1,2,15.1
2023-05-04,Süd,Tufted Duck,1,30,15.1
2023-05-05,Süd,Mallard,1,8,19.8
2023-05-05,Süd,Eurasian Wigeon,1,2,19.8
2023-05-05,Süd,Tufted Duck,1,2,19.8
2023-05-06,Nord,Mallard,1,1,19.2
2023-05-06,Nord,Eurasian Wigeon,1,2,19.2
2023-05-06,Nord,Tufted Duck,1,2,19.2
2023-05-06,Süd,Mallard,1,2,10.5
2023-05-06,Süd,Eurasian Wigeon,1,1,10.5
2023-05-06,Süd,Tufted Duck,1,1,10.5
2023-05-07,Nord,Mallard,1,66,23.0
2023-05-07,Süd,Mallard,1,1,11.8
2023-05-07,Süd,Eurasian Wigeon,1,4,11.8
2023-05-07,Süd,Tufted Duck,1,3,11.8
2023-05-08,Süd,Mallard,1,1,11.7
2023-05-08,Süd,Eurasian Wigeon,1,1,11.7
2023-05-08,Süd,Tufted Duck,1,1,11.7
2023-05-09,Süd,Mallard,1,7,13.8
2023-05-09,Süd,Eurasian Wigeon,1,6,13.8
2023-05-09,Süd,Tufted Duck,1,2,13.8
2023-05-10,Nord,Mallard,1,7,19.5
2023-05-10,Nord,Tufted Duck,1,6,19.5
2023-05-10,Süd,Mallard,1,1,18.4
2023-05-10,Süd,Tufted Duck,1,60,18.4
2023-05-11,Nord,Mallard,1,20,15.5
2023-05-11,Nord,Tufted Duck,1,4,15.5
2023-05-11,Süd,Mallard,1,9,13.6
2023-05-11,Süd,Tufted Duck,1,4,13.6
2023-05-12,Nord,Mallard,1,4,19.9
2023-05-12,Süd,Mallard,1,2,15.0
2023-05-12,Süd,Tufted Duck,1,1,15.0
2023-05-13,Nord,Mallard,1,5,15.9
2023-05-13,Nord,Tufted Duck,1,4,15.9
2023-05-13,Süd,Mallard,1,2,11.0
2023-05-13,Süd,Eurasian Wigeon,1,2,11.0
2023-05-13,Süd,Tufted Duck,1,3,11.0
2023-05-14,Nord,Mallard,1,2,14.5
2023-05-14,Nord,Tufted Duck,1,2,14.5
2023-05-14,Süd,Mallard,1,1,14.9
2023-05-14,Süd,Eurasian Wigeon,1,1,14.9
2023-05-14,Süd,Tufted Duck,1,6,14.9
2023-05-15,Nord,Mallard,1,1,21.9
2023-05-15,Süd,Mallard,1,8,16.6
2023-05-15,Süd,Tufted Duck,1,7,16.6
2023-05-16,Süd,Mallard,1,7,18.8
2023-05-16,Süd,Eurasian Wigeon,1,1,18.8
2023-05-16,Süd,Tufted Duck,1,12,18.8
2023-05-17,Nord,Mallard,1,5,24.9
2023-05-17,Süd,Mallard,1,1,15.5
2023-05-17,Süd,Tufted Duck,1,15,15.5
2023-05-18,Nord,Mallard,1,1,12.3
2023-05-18,Nord,Tufted Duck,1,2,12.3
2023-05-18,Süd,Mallard,1,4,22.1
2023-05-18,Süd,Eurasian Wigeon,1,2,22.1
2023-05-18,Süd,Tufted Duck,1,2,22.1
2023-05-19,Nord,Mallard,1,2,17.7
2023-05-19,Nord,Tufted Duck,1,10,17.7
2023-05-19,Süd,Mallard,1,2,16.5
2023-05-19,Süd,Tufted Duck,1,10,16.5
2023-05-20,Nord,Mallard,1,3,22.5
2023-05-20,Süd,Mallard,1,1,20.5
2023-05-20,Süd,Eurasian Wigeon,1,1,20.5
2023-05-20,Süd,Tufted Duck,1,2,20.5
2023-05-21,Nord,Mallard,1,7,20.0
2023-05-21,Süd,Mallard,1,5,16.0
2023-05-21,Süd,Tufted Duck,1,2,16.0
2023-05-22,Süd,Mallard,1,1,11.5
2023-05-22,Süd,Tufted Duck,1,2,11.5
2023-05-23,Nord,Mallard,1,7,29.1
2023-05-23,Süd,Mallard,1,4,16.9
2023-05-24,Nord,Mallard,1,20,18.5
2023-05-24,Nord,Tufted Duck,1,1,18.5
2023-05-24,Süd,Mallard,1,5,11.2
2023-05-24,Süd,Tufted Duck,1,2,11.2
2023-05-25,Nord,Mallard,1,13,17.7
2023-05-25,Nord,Tufted Duck,1,1,17.7
2023-05-25,Süd,Mallard,1,1,16.2
2023-05-25,Süd,Tufted Duck,1,7,16.2
