species,lat,lon,date,locId,locName,area_type
Song Thrush,54.3380409,10.1573768,2026-02-27 17:21,L1438888,"Kiellinie, Kiel",rural
Rock Pigeon,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Common Wood-Pigeon,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Common Crane,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Great Spotted Woodpecker,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Eurasian Kestrel,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Carrion Crow,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Marsh Tit,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Eurasian Blue Tit,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Great Tit,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
European Starling,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Eurasian Blackbird,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
European Robin,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Dunnock,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
House Sparrow,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Eurasian Tree Sparrow,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Common Chaffinch,53.725411,10.287067,2026-02-27 16:59,L24133964,My back yard,urban
Common Shelduck,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Gadwall,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Eurasian Wigeon,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Mallard,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Northern Pintail,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Green-winged Teal,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Tufted Duck,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Northern Lapwing,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Green Sandpiper,54.45002,10.186481,2026-02-27 16:15,L10498259,"Schöpfwerksgraben und Wiesen, Bülk",rural
Eurasian Jay,53.7567373,9.6901798,2026-02-27 16:03,L59273604,Old Home,rural
Eurasian Magpie,53.7567373,9.6901798,2026-02-27 16:03,L59273604,Old Home,rural
Long-tailed Tit,54.3477189,10.141069,2026-02-27 16:03,L1438885,"Forstbaumschule, Kiel",rural
Goldcrest,54.3477189,10.141069,2026-02-27 16:03,L1438885,"Forstbaumschule, Kiel",rural
Eurasian Wren,54.3477189,10.141069,2026-02-27 16:03,L1438885,"Forstbaumschule, Kiel",rural
Eurasian Bullfinch,53.7567373,9.6901798,2026-02-27 16:03,L59273604,Old Home,rural
Eurasian Nuthatch,54.3412431,10.152753,2026-02-27 15:28,L12874691,"Düsternbrooker Gehölz, Kiel",urban
Black-headed Gull,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
Common Gull,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
European Herring Gull,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
Great Cormorant,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
Rook,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
White Wagtail,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
European Greenfinch,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
Yellowhammer,54.3969175,10.1474302,2026-02-27 14:36,L59266164,"149 Friedrichsruher Weg, Kiel, Schleswig-Holstein, DE (54,397, 10,147)",urban
Common Eider,54.3983525,11.117249,2026-02-27 13:29,L12658996,Fehmarnsund,rural
Stock Dove,54.3983525,11.117249,2026-02-27 13:29,L12658996,Fehmarnsund,rural
Common Scoter,54.5375455,11.2553472,2026-02-27 12:55,L12576612,Fähre Puttgarden - Rødbyhavn (DE),rural
Eurasian Oystercatcher,54.5375455,11.2553472,2026-02-27 12:55,L12576612,Fähre Puttgarden - Rødbyhavn (DE),rural
Graylag Goose,53.9015915,10.7194161,2026-02-27 12:10,L4004772,Schellbruch (NSG),rural
Greater White-fronted Goose,53.9015915,10.7194161,2026-02-27 12:10,L4004772,Schellbruch (NSG),rural
Mute Swan,53.9015915,10.7194161,2026-02-27 12:10,L4004772,Schellbruch (NSG),rural
Whooper Swan,54.0996576,10.6728561,2026-02-27 12:10,L59258199,"1 An der Bundesstraße, Süsel, Schleswig-Holstein, DE (54,1, 10,673)",rural
Short-toed Treecreeper,53.9015915,10.7194161,2026-02-27 12:10,L4004772,Schellbruch (NSG),rural
Common Goldeneye,54.4162332,10.4158924,2026-02-27 12:07,L8695246,Schönberger Seebrücke,rural
Common Merganser,54.4162332,10.4158924,2026-02-27 12:07,L8695246,Schönberger Seebrücke,rural
Red-breasted Merganser,54.4162332,10.4158924,2026-02-27 12:07,L8695246,Schönberger Seebrücke,rural
Great Black-backed Gull,54.4162332,10.4158924,2026-02-27 12:07,L8695246,Schönberger Seebrücke,rural
Red-throated Loon,54.4162332,10.4158924,2026-02-27 12:07,L8695246,Schönberger Seebrücke,rural
Ring-necked Pheasant,53.737851,10.307903,2026-02-27 10:22,L45020037,Damm,urban
White Stork,53.737851,10.307903,2026-02-27 10:22,L45020037,Damm,urban
European Goldfinch,53.737851,10.307903,2026-02-27 10:22,L45020037,Damm,urban
Common Pochard,53.9492139,10.3261933,2026-02-27 10:09,L17692530,Großer Segeberger See,rural
Eurasian Coot,53.9492139,10.3261933,2026-02-27 10:09,L17692530,Großer Segeberger See,rural
White-tailed Eagle,53.9492139,10.3261933,2026-02-27 10:09,L17692530,Großer Segeberger See,rural
Eurasian Skylark,53.8307203,10.5110521,2026-02-27 09:31,L59256151,"10 Ohlfeld, Wesenberg, Schleswig-Holstein, DE (53,831, 10,511)",urban
Eurasian Moorhen,53.9945773,10.8163403,2026-02-27 08:49,L22080786,Strand Niendorf,urban
Great Crested Grebe,53.9945773,10.8163403,2026-02-27 08:49,L22080786,Strand Niendorf,urban
Eurasian Jackdaw,54.3346176,10.1206932,2026-02-27 07:46,L31457530,"Schauenburgerstrasse, Kiel",urban
Mallard,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Common Wood-Pigeon,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Great Spotted Woodpecker,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Eurasian Magpie,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Rook,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Carrion Crow,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Common Raven,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Marsh Tit,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Eurasian Blue Tit,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Great Tit,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
European Starling,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Eurasian Blackbird,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
European Robin,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
House Sparrow,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Eurasian Tree Sparrow,53.725411,10.287067,2026-02-28 17:29,L24133964,My back yard,urban
Dunnock,53.588941,10.446588,2026-02-28 17:26,L49707281,Dahmker - Hamfelde,urban
Graylag Goose,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Greater White-fronted Goose,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Canada Goose,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Mute Swan,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Green-winged Teal,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Common Eider,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Long-tailed Duck,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Common Merganser,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Ring-necked Pheasant,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Common Ringed Plover,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Black-headed Gull,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
European Herring Gull,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Red-throated Loon,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Great Cormorant,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Song Thrush,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
White Wagtail,54.4068391,10.4354609,2026-02-28 17:15,L6978778,Stakendorfer Strand,rural
Brant,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Barnacle Goose,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Egyptian Goose,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Common Shelduck,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Northern Shoveler,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Gadwall,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Wigeon,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Tufted Duck,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Collared-Dove,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Oystercatcher,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
European Golden-Plover,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Northern Lapwing,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Curlew,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Common Gull,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Great Black-backed Gull,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Lesser Black-backed Gull,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Sparrowhawk,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Common Buzzard,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Jackdaw,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Wren,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Redwing,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Common Chaffinch,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
European Greenfinch,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Eurasian Siskin,54.7176119,8.4955216,2026-02-28 17:02,L3522414,Föhr (gesamt),rural
Rock Pigeon,54.3450899,10.1133154,2026-02-28 16:21,L16233001,"Campus, Kiel",rural
Eurasian Moorhen,54.3450899,10.1133154,2026-02-28 16:21,L16233001,"Campus, Kiel",rural
Eurasian Coot,54.3450899,10.1133154,2026-02-28 16:21,L16233001,"Campus, Kiel",rural
Long-tailed Tit,54.3450899,10.1133154,2026-02-28 16:21,L16233001,"Campus, Kiel",rural
European Goldfinch,54.3450899,10.1133154,2026-02-28 16:21,L16233001,"Campus, Kiel",rural
Common Goldeneye,54.4598748,9.9267038,2026-02-28 15:23,L8426619,Aschauer Lagune,rural
Smew,54.4598748,9.9267038,2026-02-28 15:23,L8426619,Aschauer Lagune,rural
Great Crested Grebe,54.4598748,9.9267038,2026-02-28 15:23,L8426619,Aschauer Lagune,rural
Red Kite,54.4598748,9.9267038,2026-02-28 15:23,L8426619,Aschauer Lagune,rural
White-tailed Eagle,54.4598748,9.9267038,2026-02-28 15:23,L8426619,Aschauer Lagune,rural
Eurasian Jay,54.3477189,10.141069,2026-02-28 14:19,L1438885,"Forstbaumschule, Kiel",rural
Eurasian Nuthatch,54.3477189,10.141069,2026-02-28 14:19,L1438885,"Forstbaumschule, Kiel",rural
Short-toed Treecreeper,54.3477189,10.141069,2026-02-28 14:19,L1438885,"Forstbaumschule, Kiel",rural
Whooper Swan,54.2452881,10.8176505,2026-02-28 14:15,L57307570,Schaarberg - Feldflur,urban
Common Crane,54.2452881,10.8176505,2026-02-28 14:15,L57307570,Schaarberg - Feldflur,urban
Eurasian Bullfinch,54.2452881,10.8176505,2026-02-28 14:15,L57307570,Schaarberg - Feldflur,urban
Common Pochard,54.1720146,10.01838,2026-02-28 13:48,L8468545,Bordesholmer See,rural
Red-necked Grebe,54.1720146,10.01838,2026-02-28 13:48,L8468545,Bordesholmer See,rural
Great Egret,54.1720146,10.01838,2026-02-28 13:48,L8468545,Bordesholmer See,rural
Gray Heron,54.1720146,10.01838,2026-02-28 13:48,L8468545,Bordesholmer See,rural
Eurasian Treecreeper,54.1720146,10.01838,2026-02-28 13:48,L8468545,Bordesholmer See,rural
Mediterranean Gull,54.3229966,9.9645923,2026-02-28 13:42,L13431738,Flemhudersee--Spülfläche Süd,rural
Eurasian Green Woodpecker,54.3229966,9.9645923,2026-02-28 13:42,L13431738,Flemhudersee--Spülfläche Süd,rural
European Stonechat,54.3229966,9.9645923,2026-02-28 13:42,L13431738,Flemhudersee--Spülfläche Süd,rural
Common Murre,54.1882791,7.8710604,2026-02-28 13:12,L4428761,Helgoland--Lange Anna / Nordklippe,rural
Northern Fulmar,54.1882791,7.8710604,2026-02-28 13:12,L4428761,Helgoland--Lange Anna / Nordklippe,rural
Northern Gannet,54.1882791,7.8710604,2026-02-28 13:12,L4428761,Helgoland--Lange Anna / Nordklippe,rural
Eurasian Skylark,54.1882791,7.8710604,2026-02-28 13:12,L4428761,Helgoland--Lange Anna / Nordklippe,rural
White Stork,54.213654,9.941257,2026-02-28 13:02,L52384302,Melkenkamp Feldrand,urban
Fieldfare,54.213654,9.941257,2026-02-28 13:02,L52384302,Melkenkamp Feldrand,urban
Eurasian Kestrel,54.7461991,9.4616086,2026-02-28 09:56,L39620437,Feld / Wielenberg,urban
Yellowhammer,54.7461991,9.4616086,2026-02-28 09:56,L39620437,Feld / Wielenberg,urban
Stock Dove,54.15825,10.750754,2026-02-28 07:25,L46076618,"23730, Altenkrempe DE-Schleswig-Holstein 54.15825, 10.75075",rural
Middle Spotted Woodpecker,54.15825,10.750754,2026-02-28 07:25,L46076618,"23730, Altenkrempe DE-Schleswig-Holstein 54.15825, 10.75075",rural
Black Woodpecker,54.15825,10.750754,2026-02-28 07:25,L46076618,"23730, Altenkrempe DE-Schleswig-Holstein 54.15825, 10.75075",rural
Coal Tit,54.15825,10.750754,2026-02-28 07:25,L46076618,"23730, Altenkrempe DE-Schleswig-Holstein 54.15825, 10.75075",rural
Gray Partridge,54.6062057,8.939391,2026-03-01 18:36,L59432948,Reußenköge,rural
Western Barn Owl,54.3025238,10.8069347,2026-03-01 18:15,L57316803,Einhaus Gut [1731_1_21s],rural
Common Wood-Pigeon,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Middle Spotted Woodpecker,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Great Spotted Woodpecker,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Carrion Crow,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Marsh Tit,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Great Tit,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Short-toed Treecreeper,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Eurasian Wren,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Song Thrush,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Eurasian Blackbird,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
European Robin,54.3413909,10.1457436,2026-03-01 17:13,L59427886,Düsternbrook,urban
Eurasian Collared-Dove,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
Black-headed Gull,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
Common Gull,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
European Herring Gull,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
White-tailed Eagle,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
Eurasian Green Woodpecker,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
Eurasian Jackdaw,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
Rook,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
Eurasian Blue Tit,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
European Starling,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
European Greenfinch,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
European Goldfinch,54.4034373,10.1564377,2026-03-01 16:40,L38945551,Dorf Pries - Kiel,urban
Mute Swan,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Common Shelduck,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Eurasian Oystercatcher,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Common Ringed Plover,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Eurasian Curlew,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Common Redshank,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Purple Sandpiper,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Great Black-backed Gull,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Great Cormorant,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
White Wagtail,54.513461,11.192843,2026-03-01 16:12,L59500752,Gruner Brink: Sandhaken,rural
Long-tailed Tit,54.5239787,8.9958265,2026-03-01 15:59,L30440320,"7 Süderweg, Wobbenbüll, Schleswig-Holstein, DE (54,524, 8,996)",urban
Tundra Swan,54.5833793,9.8201209,2026-03-01 15:48,L48297459,Lindaunisbrücke,rural
Common Merganser,54.5833793,9.8201209,2026-03-01 15:48,L48297459,Lindaunisbrücke,rural
Eurasian Coot,54.5833793,9.8201209,2026-03-01 15:48,L48297459,Lindaunisbrücke,rural
Great Egret,54.5833793,9.8201209,2026-03-01 15:48,L48297459,Lindaunisbrücke,rural
Gray Heron,54.5833793,9.8201209,2026-03-01 15:48,L48297459,Lindaunisbrücke,rural
Barnacle Goose,54.7711253,9.9058485,2026-03-01 15:36,L7759096,"Mühle Charlotte, Gelting",urban
Mallard,54.7711253,9.9058485,2026-03-01 15:36,L7759096,"Mühle Charlotte, Gelting",urban
Common Pochard,54.7711253,9.9058485,2026-03-01 15:36,L7759096,"Mühle Charlotte, Gelting",urban
Tufted Duck,54.7711253,9.9058485,2026-03-01 15:36,L7759096,"Mühle Charlotte, Gelting",urban
Common Goldeneye,54.7711253,9.9058485,2026-03-01 15:36,L7759096,"Mühle Charlotte, Gelting",urban
Eurasian Nuthatch,54.7711253,9.9058485,2026-03-01 15:36,L7759096,"Mühle Charlotte, Gelting",urban
Common Chaffinch,54.7711253,9.9058485,2026-03-01 15:36,L7759096,"Mühle Charlotte, Gelting",urban
Ring-necked Pheasant,53.9069928,9.876194,2026-03-01 15:30,L57015348,"Bad Bramstedt, Schleswig-Holstein, DE",urban
White Stork,53.9069928,9.876194,2026-03-01 15:30,L57015348,"Bad Bramstedt, Schleswig-Holstein, DE",urban
Eurasian Magpie,53.9069928,9.876194,2026-03-01 15:30,L57015348,"Bad Bramstedt, Schleswig-Holstein, DE",urban
House Sparrow,53.9069928,9.876194,2026-03-01 15:30,L57015348,"Bad Bramstedt, Schleswig-Holstein, DE",urban
Eurasian Tree Sparrow,53.9069928,9.876194,2026-03-01 15:30,L57015348,"Bad Bramstedt, Schleswig-Holstein, DE",urban
Graylag Goose,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Greater White-fronted Goose,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Canada Goose,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Smew,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Common Crane,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Northern Lapwing,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Long-eared Owl,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Bearded Reedling,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Fieldfare,54.3040208,10.8067972,2026-03-01 15:21,L12573052,Wesseker See (NSG),rural
Common Buzzard,53.6980696,10.0635141,2026-03-01 15:11,L7439076,Wittmoor (NSG) (SH),rural
Northern Shoveler,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Gadwall,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Eurasian Wigeon,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Northern Pintail,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Green-winged Teal,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Red-breasted Merganser,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Great Crested Grebe,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Eurasian Skylark,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Reed Bunting,54.5468582,8.9392109,2026-03-01 15:07,L11047865,Beltringharder Koog (NSG)--Arlau Schleuse,rural
Meadow Pipit,54.1844291,7.9057347,2026-03-01 14:33,L59407970,"33 Düne, Helgoland, Schleswig-Holstein, DE (54,184, 7,906)",urban
Eurasian Moorhen,54.1845886,7.9130423,2026-03-01 14:08,L4423285,Helgoland Düne--Golfteich,rural
Rock Pigeon,54.8149815,9.4289933,2026-03-01 14:00,L55306923,dssadas,rural
Snow Bunting,54.8149815,9.4289933,2026-03-01 14:00,L55306923,dssadas,rural
Whooper Swan,54.8688124,9.591699,2026-03-01 13:54,L12573771,Halbinsel Holnis (NSG)--Kleines Noor,rural
Common Eider,54.8688124,9.591699,2026-03-01 13:54,L12573771,Halbinsel Holnis (NSG)--Kleines Noor,rural
Hooded Crow,54.8688124,9.591699,2026-03-01 13:54,L12573771,Halbinsel Holnis (NSG)--Kleines Noor,rural
Eurasian Bullfinch,54.418189,10.3038462,2026-03-01 13:28,L12573392,Barsbeker See und Umgebung (NSG),rural
Eurasian Siskin,54.418189,10.3038462,2026-03-01 13:28,L12573392,Barsbeker See und Umgebung (NSG),rural
Ruddy Turnstone,54.1882396,7.9104466,2026-03-01 13:18,L4421279,Helgoland Düne--Nordstrand,rural
Sanderling,54.1882396,7.9104466,2026-03-01 13:18,L4421279,Helgoland Düne--Nordstrand,rural
Lesser Black-backed Gull,54.1882396,7.9104466,2026-03-01 13:18,L4421279,Helgoland Düne--Nordstrand,rural
Northern Gannet,54.1882396,7.9104466,2026-03-01 13:18,L4421279,Helgoland Düne--Nordstrand,rural
Carrion x Hooded Crow (hybrid),54.1882396,7.9104466,2026-03-01 13:18,L4421279,Helgoland Düne--Nordstrand,rural
European Stonechat,54.1882396,7.9104466,2026-03-01 13:18,L4421279,Helgoland Düne--Nordstrand,rural
Caspian Gull,53.9015915,10.7194161,2026-03-01 12:57,L4004772,Schellbruch (NSG),rural
Black Guillemot,54.1826973,7.8901851,2026-03-01 12:47,L8337515,Helgoland--Lesehalle,urban
Little Grebe,54.3519435,10.1444193,2026-03-01 12:30,L27507581,Sportboothafen Wik,rural
Dunnock,54.476364,11.016845,2026-03-01 12:15,L59500750,Fehmarn: NABU-Wasservogelreservat Wallnau Kampteich,rural
Brant,54.5590517,8.8845321,2026-03-01 11:48,L3517573,Beltringharder Koog (NSG) (gesamt),rural
Black-tailed Godwit,54.5590517,8.8845321,2026-03-01 11:48,L3517573,Beltringharder Koog (NSG) (gesamt),rural
Dunlin,54.5590517,8.8845321,2026-03-01 11:48,L3517573,Beltringharder Koog (NSG) (gesamt),rural
Western Marsh Harrier,54.5590517,8.8845321,2026-03-01 11:48,L3517573,Beltringharder Koog (NSG) (gesamt),rural
Common Raven,54.5590517,8.8845321,2026-03-01 11:48,L3517573,Beltringharder Koog (NSG) (gesamt),rural
Twite,54.5590517,8.8845321,2026-03-01 11:48,L3517573,Beltringharder Koog (NSG) (gesamt),rural
Eurasian Treecreeper,53.839459,10.7246452,2026-03-01 11:43,L45894586,Wakenitz,rural
Tundra Bean-Goose,53.6945121,10.5495864,2026-03-01 11:29,L27349328,Duvenseer Moor,rural
Red Kite,53.6945121,10.5495864,2026-03-01 11:29,L27349328,Duvenseer Moor,rural
Eurasian Jay,53.6945121,10.5495864,2026-03-01 11:29,L27349328,Duvenseer Moor,rural
Willow Tit,53.6945121,10.5495864,2026-03-01 11:29,L27349328,Duvenseer Moor,rural
Goldcrest,53.6945121,10.5495864,2026-03-01 11:29,L27349328,Duvenseer Moor,rural
Common Firecrest,53.6945121,10.5495864,2026-03-01 11:29,L27349328,Duvenseer Moor,rural
