Date,PM2.5_mean,PM2.5_var,PM2.5_min,PM2.5_max,PM10_mean,PM10_var,PM10_min,PM10_max
2021-02-14,16.734583333333333,155.84814764492756,4.55,50.57,18.935416666666665,188.270417210145,5.55,56.06
2021-02-15,5.50875,4.976185326086958,3.5,12.42,6.28375,4.933328804347824,4.11,13.11
2021-02-16,17.715416666666666,12.447373731884063,12.43,23.04,19.093333333333334,10.612692753623177,14.53,24.1
2021-02-17,9.74,6.840834782608698,6.06,14.23,11.52625,3.861372282608702,7.85,14.64
2021-02-18,10.992083333333333,17.04914764492754,5.88,18.22,12.528333333333334,20.838971014492774,7.18,20.39
2021-02-19,10.009166666666667,6.201581884057972,6.28,15.16,12.077916666666667,8.649443297101444,6.45,16.99
2021-02-20,12.831249999999999,5.9412635869565245,7.56,16.61,14.743333333333332,6.1916666666666655,9.27,18.34
2021-02-21,19.692083333333333,31.6112606884058,13.11,29.72,22.484583333333333,40.63380851449278,14.97,33.81
2021-02-22,24.621666666666666,9.739892753623193,18.7,29.42,28.885833333333334,5.504999275362321,24.94,33.33
2021-02-23,25.9575,162.99322826086964,8.45,41.99,31.900000000000002,247.59459130434786,10.26,49.58
2021-02-24,13.854583333333332,16.61687807971015,7.69,19.56,16.18166666666667,19.575918840579725,9.28,22.75
2021-02-25,20.77208333333333,55.28581721014496,10.54,31.72,31.160416666666666,188.34626503623184,13.75,51.81
2021-02-26,4.920416666666667,3.7888650362318814,2.21,9.17,8.720416666666667,3.8776389492753602,5.24,12.31
2021-02-27,3.376666666666667,2.005727536231884,2.13,7.55,5.815416666666667,2.1881824275362307,4.16,9.95
2021-02-28,8.71625,13.36248532608695,3.57,14.08,10.347916666666666,14.474217210144934,4.6,15.71
2021-03-01,12.647916666666667,85.53244329710147,6.02,35.38,15.276666666666666,110.97128405797099,8.13,40.8
2021-03-02,25.77,27.444765217391303,17.67,33.61,28.865,33.71444347826089,19.71,38.15
2021-03-03,38.14291666666667,183.801369384058,13.45,60.84,43.392500000000005,227.63555,14.14,67.96
2021-03-04,4.5216666666666665,5.694492753623188,2.2,10.27,6.011666666666667,4.657857971014493,2.93,10.89
2021-03-05,5.127916666666667,6.441043297101446,2.08,9.7,6.4312499999999995,9.610533152173911,2.59,12.42
2021-03-06,2.65375,3.2858070652173916,1.07,8.17,4.0095833333333335,5.672273731884054,1.73,10.85
2021-03-07,3.970833333333333,4.040955797101449,1.71,7.94,5.0775,3.81203695652174,2.71,8.96
2021-03-08,7.062916666666666,18.531865036231885,2.74,17.96,8.847916666666666,23.828660688405797,3.36,21.08
2021-03-09,10.127916666666666,36.154278079710146,4.78,23.06,11.814166666666667,43.660712318840574,5.19,26.4
2021-03-10,13.6925,10.685263043478257,8.89,18.37,15.662916666666668,18.975865036231877,9.24,21.3
2021-03-11,3.3625000000000003,7.075228260869564,0.53,8.24,3.6804166666666664,6.473447644927536,0.69,8.48
2021-03-12,1.9304166666666667,0.6506215579710143,0.76,3.42,2.4562500000000003,1.2051983695652178,0.98,4.57
2021-03-13,2.388333333333333,5.299110144927535,0.5,6.03,2.660833333333333,6.133860144927537,0.61,6.61
2021-03-14,1.89875,1.1002635869565218,0.5,3.91,2.9445833333333336,2.905851992753624,0.6,5.35
2021-03-15,3.7587499999999996,2.6754461956521736,1.0,6.86,5.07875,3.5831940217391316,1.64,7.76
2021-03-16,3.0429166666666667,2.44421286231884,1.11,5.65,5.10625,4.458059239130434,2.61,9.65
2021-03-17,11.122083333333334,55.39215634057971,2.71,27.71,13.727083333333333,75.68601286231883,4.63,32.8
2021-03-18,13.82875,66.79234184782607,2.59,26.75,15.417083333333332,82.09132590579715,3.14,31.49
2021-03-19,6.159583333333333,16.590508514492754,1.01,13.88,7.0874999999999995,20.35468913043478,1.24,15.32
2021-03-20,7.667083333333333,21.492873731884057,1.82,17.05,9.253333333333334,29.178484057971,2.6,20.3
2021-03-21,1.8854166666666667,0.3118432971014493,0.77,3.0,4.6258333333333335,4.475842753623189,1.15,8.17
2021-03-22,3.516666666666666,1.802414492753623,1.88,6.39,6.420833333333333,4.349877536231886,3.39,10.16
2021-03-23,7.34625,20.059772282608698,3.09,21.12,10.082500000000001,23.084836956521738,5.33,24.9
2021-03-24,32.3025,22.513784782608706,23.82,43.01,36.30916666666666,30.880286231884046,27.84,49.17
2021-03-25,29.875,41.17339130434784,17.95,36.96,33.61416666666667,60.081912318840615,19.76,42.49
2021-03-26,18.474166666666665,115.97502536231886,5.9,30.86,20.411666666666665,125.95054492753621,6.88,33.14
2021-03-27,5.403333333333333,17.100501449275356,0.86,11.63,6.298333333333333,19.586136231884048,1.09,13.25
2021-03-28,6.395217391304348,15.00687154150197,2.04,14.03,7.943478260869565,21.847460079051377,2.22,16.7
2021-03-29,9.595833333333333,7.45772971014493,5.62,16.42,12.174166666666666,13.467086231884062,7.32,20.94
2021-03-30,24.80541666666667,45.40520851449278,15.96,41.28,29.196250000000003,65.58392010869564,20.03,49.87
2021-03-31,47.564166666666665,119.64719057971018,26.09,62.39,53.918749999999996,149.32982880434784,28.69,69.67
2021-04-01,37.51208333333333,1283.9432432971014,1.04,84.28,40.751666666666665,1492.3669275362322,1.34,88.1
2021-04-02,4.331666666666666,11.854223188405797,1.15,13.37,6.35125,10.74068967391304,2.46,14.85
2021-04-03,4.262083333333334,5.4208346014492745,0.96,9.84,5.805833333333333,8.769216666666669,1.24,11.84
2021-04-04,4.855833333333334,20.969268840579716,1.09,15.72,7.037916666666667,25.1286954710145,2.25,19.02
2021-04-05,3.41,16.650226086956526,0.52,11.82,4.562916666666667,20.790325905797108,1.03,13.75
2021-04-06,1.13375,0.08638097826086956,0.71,1.65,1.9995833333333335,0.4629172101449273,1.04,3.39
2021-04-07,1.5804166666666666,0.1544824275362319,1.12,2.43,2.827083333333333,0.5121867753623187,1.84,4.04
2021-04-08,2.2066666666666666,4.353762318840579,0.69,8.54,3.5275,4.263854347826086,1.33,9.68
2021-04-09,10.315,19.987791304347837,3.41,16.57,11.481666666666667,24.404101449275366,3.96,18.39
2021-04-10,2.6341666666666668,2.387860144927537,1.18,4.84,3.805,3.5173478260869584,1.55,6.73
2021-04-11,3.5116666666666667,9.213214492753623,0.88,11.07,3.82625,9.041746195652172,1.11,11.33
2021-04-12,1.4008333333333332,0.49529492753623183,0.5,2.82,2.0854166666666667,1.035069384057971,0.73,3.96
2021-04-13,2.1641666666666666,1.1315818840579712,0.71,3.76,3.436666666666667,1.9319971014492763,1.26,5.32
2021-04-14,3.2591666666666668,7.65998188405797,0.85,12.43,4.51875,11.558428804347827,1.24,15.76
2021-04-15,7.422499999999999,29.71774130434782,0.95,13.86,9.052083333333334,44.610251992753625,1.2,18.1
2021-04-16,4.380416666666666,11.472151992753622,1.32,12.25,5.372916666666666,15.14496938405797,1.62,14.38
2021-04-17,6.185833333333334,2.2846949275362305,3.84,8.52,7.213333333333334,2.6504405797101454,5.06,9.62
2021-04-18,7.03125,0.6627157608695651,5.57,8.34,7.797916666666667,0.9820085144927543,6.07,9.42
2021-04-19,10.409166666666666,10.83632101449275,5.95,14.8,11.191666666666668,11.16621449275362,6.58,15.93
2021-04-20,10.735833333333334,17.102468840579714,4.14,18.71,11.994583333333333,22.727078079710143,4.59,22.44
2021-04-21,11.852916666666665,95.77409981884063,1.1,27.21,14.669166666666667,93.09262536231886,3.13,30.08
2021-04-22,1.13375,0.07445054347826086,0.79,1.75,3.938333333333333,1.8899449275362319,1.87,6.39
2021-04-23,1.3545833333333333,0.1146606884057971,0.84,2.0,3.60875,0.6358809782608695,2.26,5.08
2021-04-24,1.9820833333333334,0.23207807971014494,1.09,3.16,3.2554166666666666,0.6335911231884062,2.06,4.64
2021-04-25,2.9166666666666665,4.473779710144927,0.92,9.04,4.174166666666667,6.6793384057971,1.12,11.16
2021-04-26,6.787083333333334,12.066951992753626,3.36,14.97,8.257916666666667,17.519347644927542,4.25,17.61
2021-04-27,4.288333333333333,3.8907101449275374,1.41,7.63,5.2975,6.093410869565216,1.81,9.42
2021-04-28,9.116666666666665,27.336118840579708,2.19,18.13,10.166666666666666,28.73287536231885,2.92,19.62
2021-04-29,15.225,3.64573043478261,11.33,18.94,15.891666666666666,4.037014492753625,11.96,20.44
2021-04-30,7.48125,26.114828804347827,2.57,16.18,8.008333333333333,26.21541449275362,2.82,16.59
2021-05-01,6.444583333333333,23.712904166666664,3.85,24.27,7.2245833333333325,27.135182427536233,4.35,26.32
2021-05-02,9.659166666666666,86.92113840579712,0.93,29.12,10.579166666666667,94.87614710144928,1.33,31.44
2021-05-03,4.137083333333333,19.999082427536234,0.72,12.15,4.465833333333333,19.54526014492754,1.09,12.51
2021-05-04,2.80125,6.834967934782611,0.72,10.64,3.049583333333333,7.502465036231881,1.0,11.06
2021-05-05,0.9745833333333334,0.08799981884057974,0.6,1.5,1.3158333333333332,0.14732971014492754,0.8,2.4
2021-05-06,1.4970833333333333,0.5682128623188407,0.69,3.86,3.0316666666666667,1.6653536231884059,1.16,5.58
2021-05-07,1.9437499999999999,1.5241375000000004,0.5,3.82,2.6954166666666666,2.972399818840579,0.64,5.59
2021-05-08,2.62625,0.9323201086956523,1.0,4.1,3.7154166666666666,1.8680259057971011,1.41,5.91
2021-05-09,4.142083333333333,2.257660688405797,2.03,6.94,4.714166666666666,2.706947101449274,2.15,7.71
2021-05-10,3.9554166666666664,1.5996259057971005,1.48,5.68,4.581666666666666,2.2623449275362306,1.68,6.7
2021-05-11,1.3758333333333335,0.6399905797101454,0.5,3.74,1.6554166666666668,0.7318085144927532,0.66,4.22
2021-05-12,2.671666666666667,1.0954666666666668,1.31,5.54,3.18875,1.260176630434783,1.84,6.46
2021-05-13,6.485833333333333,8.952425362318841,2.68,11.3,7.46375,12.636946195652177,3.06,13.21
2021-05-14,3.6158333333333332,1.0143297101449271,1.96,5.31,4.341666666666667,1.5887362318840583,2.34,6.59
2021-05-15,5.4175,4.418193478260871,2.96,9.29,6.53125,3.872194021739129,3.77,10.03
2021-05-16,3.939583333333333,4.67296938405797,1.25,9.86,4.440416666666667,6.023291123188405,1.42,11.34
2021-05-17,5.983333333333333,9.580327536231884,2.66,14.49,7.019583333333333,13.010412862318839,2.84,16.32
2021-05-18,8.245833333333334,27.769825362318848,2.15,17.28,9.458333333333334,33.160318840579706,2.61,19.28
2021-05-19,4.156666666666667,1.2950492753623186,2.87,6.14,5.165416666666666,2.329851992753622,3.23,8.01
2021-05-20,7.069166666666667,4.096460144927537,3.71,10.22,8.175833333333333,6.098147101449279,4.2,11.9
2021-05-21,4.4158333333333335,8.851060144927533,2.26,13.21,5.0737499999999995,9.59007663043478,2.71,14.15
2021-05-22,2.6095833333333336,2.262578079710145,1.17,6.32,3.2916666666666665,3.89704927536232,1.33,7.91
2021-05-23,2.6279166666666667,2.0747563405797105,1.08,5.87,4.732083333333333,3.3807215579710146,1.75,6.65
2021-05-24,3.9912499999999995,4.605611413043479,1.44,9.67,4.937083333333333,6.039856340579708,1.83,11.35
2021-05-25,3.7770833333333336,7.638195471014491,1.11,10.22,4.19125,9.869115760869564,1.24,11.85
2021-05-26,3.68125,4.971176630434782,0.97,8.3,4.15875,5.949976630434783,1.09,9.06
2021-05-27,3.8475,1.1656021739130435,2.39,6.38,4.230416666666667,1.332091123188406,2.79,6.99
2021-05-28,3.51125,0.5200288043478263,2.54,5.45,4.793333333333334,1.7978057971014487,3.09,7.78
2021-05-29,3.1970833333333335,0.09084764492753612,2.78,3.86,4.8879166666666665,0.25947807971014464,3.99,5.84
2021-05-30,7.280833333333334,1.7543210144927535,3.98,9.25,10.64125,3.2568114130434798,6.37,13.82
2021-05-31,7.440416666666667,8.397238949275364,3.21,13.55,9.04625,11.802780978260868,4.05,15.93
2021-06-01,12.453333333333333,67.07638840579708,2.89,28.45,14.435833333333333,82.38910362318843,3.66,31.38
2021-06-02,3.2729166666666667,4.062595471014493,1.19,8.44,3.8120833333333333,5.2049824275362315,1.58,9.6
2021-06-03,10.250833333333334,2.518894927536232,6.61,11.94,11.640833333333333,2.3273471014492757,7.79,13.09
2021-06-04,12.582083333333335,2.991895471014491,10.82,15.9,13.61,2.5386173913043475,11.38,16.89
2021-06-05,12.8975,2.4284630434782604,10.11,15.39,13.628749999999998,2.726376630434782,10.75,16.32
2021-06-06,13.129583333333334,8.326699818840579,8.88,20.23,13.818333333333333,8.5493884057971,9.54,20.87
2021-06-07,10.072083333333333,5.043008514492752,7.57,14.07,10.960833333333333,5.060921014492755,8.32,15.1
2021-06-08,7.285833333333334,7.9770514492753595,2.9,12.32,8.03375,8.077946195652169,3.44,13.14
2021-06-09,6.588333333333334,1.3376927536231888,3.73,9.06,7.781666666666666,2.324431884057972,4.4,11.14
2021-06-10,8.539583333333333,3.8605693840579707,6.07,13.2,9.859166666666667,4.130999275362321,7.45,14.65
2021-06-11,10.539583333333333,29.722212862318838,3.3,20.48,11.882916666666667,37.04030851449274,3.65,23.04
2021-06-12,4.75375,3.863928804347826,2.02,7.62,6.63625,2.719354891304345,3.69,9.23
2021-06-13,2.9812499999999997,1.0375940217391302,1.79,5.34,6.13,3.2066695652173927,3.61,9.74
2021-06-14,7.165833333333333,7.82958188405797,4.86,13.58,10.502916666666666,10.146117210144928,6.88,17.52
2021-06-15,5.2370833333333335,14.209004166666666,2.27,14.33,8.76375,31.882720108695697,3.63,21.42
2021-06-16,6.12125,1.6217070652173902,3.28,9.04,8.436666666666666,3.2277971014492755,5.08,12.61
2021-06-17,8.950000000000001,9.737347826086959,4.46,13.22,10.737916666666665,9.535286775362316,6.25,14.81
2021-06-18,18.227083333333333,21.635247644927517,11.94,30.32,20.21125,24.227907065217376,13.47,33.32
2021-06-19,15.933333333333332,133.11962318840588,4.74,34.09,17.882916666666667,160.310673731884,5.35,37.28
2021-06-20,7.355,7.524008695652173,3.32,11.86,8.340833333333334,7.505207971014497,4.84,12.53
2021-06-21,1.69625,0.6195983695652173,0.97,3.17,2.5679166666666666,2.9086346014492763,1.25,5.82
2021-06-22,2.2849999999999997,0.3438695652173914,1.47,3.62,6.179583333333333,4.051491123188406,1.69,8.81
2021-06-23,3.0745833333333334,0.2835389492753625,2.24,4.24,7.148333333333333,6.879518840579709,4.35,11.02
2021-06-24,2.828333333333333,0.2761014492753624,2.12,4.22,4.942916666666666,1.3955432971014508,3.18,7.86
2021-06-25,4.629583333333334,1.6950389492753621,2.52,6.6,6.359166666666667,3.2518340579710148,3.3,9.36
2021-06-26,7.590416666666666,3.033899818840581,4.78,12.31,8.963333333333333,3.16280579710145,6.31,13.6
2021-06-27,12.345,34.5474347826087,2.99,19.88,13.33,39.09880869565215,3.73,21.42
2021-06-28,5.4991666666666665,2.983042753623187,2.21,8.07,6.53,3.5566260869565225,3.22,9.62
2021-06-29,10.99375,6.719163586956528,6.59,15.24,12.147916666666667,5.895191123188404,8.06,15.99
2021-06-30,9.330416666666666,28.673221557971047,2.85,17.23,9.94,30.10563478260869,3.49,17.9
2021-07-01,3.2241666666666666,0.8801731884057965,1.87,4.47,3.5733333333333337,1.0435971014492742,2.06,4.99
2021-07-02,3.532916666666667,0.6345606884057969,2.49,5.05,5.471666666666667,3.770666666666666,2.98,9.29
2021-07-03,3.5295833333333335,3.7352389492753626,1.29,6.44,4.95375,6.756580978260868,1.76,8.58
2021-07-04,4.2716666666666665,1.1666057971014485,2.3,5.46,5.493333333333333,2.0251275362318837,3.02,7.15
2021-07-05,7.90625,8.136989673913044,3.73,13.09,8.5375,7.5082369565217375,4.67,14.24
2021-07-06,4.894583333333333,13.187599818840578,1.43,14.0,5.417916666666667,15.4308606884058,1.56,15.29
2021-07-07,3.891666666666667,0.6647188405797106,2.76,5.47,5.456666666666667,2.17371884057971,3.57,8.46
2021-07-08,6.195416666666667,0.3171476449275364,4.97,7.16,7.279166666666666,0.28812101449275346,5.95,8.23
2021-07-09,7.245416666666667,3.1767041666666676,3.66,10.27,7.9325,4.340915217391306,3.98,11.4
2021-07-10,4.400833333333334,6.012181884057971,1.48,9.13,6.129583333333334,10.936517210144926,2.1,12.78
2021-07-11,5.3775,3.8488195652173913,3.22,10.06,6.414583333333333,2.5879302536231905,4.69,10.72
2021-07-12,4.6625000000000005,0.540410869565218,3.35,5.71,5.077083333333333,0.823525905797101,3.51,6.34
2021-07-13,8.4,4.8455130434782605,5.12,11.7,8.950416666666667,5.106482427536232,5.38,12.16
2021-07-14,13.177916666666667,10.436008514492757,9.1,19.2,13.57875,10.97430706521739,9.29,19.72
2021-07-15,12.849583333333333,12.17521286231884,8.44,19.22,13.570833333333333,11.462729710144925,9.35,19.7
2021-07-16,6.070416666666667,1.2422911231884068,4.82,8.85,11.5475,13.674984782608696,7.97,20.45
2021-07-17,4.8225,8.860967391304353,2.47,10.35,9.07375,28.47901576086956,4.57,20.91
2021-07-18,2.92125,0.6189244565217392,1.63,4.46,6.161666666666666,2.6436753623188403,3.63,9.89
2021-07-19,2.0516666666666667,1.314449275362319,1.0,4.9,5.0200000000000005,7.033991304347825,2.06,10.56
2021-07-20,2.1458333333333335,0.48027753623188396,1.09,4.11,4.163333333333333,1.8645623188405789,2.04,5.83
2021-07-21,3.642916666666667,1.3723954710144926,1.83,5.11,5.141666666666667,1.8176057971014483,3.36,7.28
2021-07-22,3.15,1.648547826086956,1.81,6.88,6.263333333333333,2.235031884057972,4.06,9.81
2021-07-23,2.25,0.629139130434783,1.34,3.49,4.105833333333334,3.6029992753623183,2.12,7.57
2021-07-24,5.292916666666667,7.649717210144928,2.88,12.16,7.382083333333334,6.244921557971016,4.68,13.4
2021-07-25,10.380416666666667,11.578543297101449,4.09,16.7,10.979999999999999,11.57229565217391,4.42,17.1
2021-07-26,10.280416666666666,14.955143297101449,4.62,17.63,11.024166666666666,16.620738405797095,4.9,18.78
2021-07-27,8.244166666666667,9.875121014492748,3.04,12.96,9.010833333333332,12.362086231884062,3.24,14.23
2021-07-28,5.759166666666666,1.7511384057971013,3.04,8.22,6.285416666666666,2.110312862318841,3.28,8.72
2021-07-29,3.689583333333333,1.1202824275362315,2.4,5.77,4.89875,1.32992445652174,3.73,7.1
2021-07-30,3.2825,1.667671739130435,1.45,7.28,5.477916666666666,3.178947644927536,2.18,9.91
2021-07-31,3.5054166666666666,3.681860688405798,1.26,7.77,4.288333333333333,6.216605797101448,1.66,10.22
2021-08-01,3.0395833333333333,0.445447644927536,1.47,4.31,4.031666666666667,0.9876666666666667,1.75,5.24
2021-08-02,2.987083333333333,0.11252590579710144,2.58,3.54,4.691666666666666,0.6789449275362315,3.27,5.64
2021-08-03,3.12125,0.6664809782608694,1.91,4.43,4.791666666666667,1.7611275362318854,2.85,7.09
2021-08-04,3.6341666666666668,0.22874710144927532,2.92,4.39,5.0441666666666665,0.3821557971014498,3.93,5.9
2021-08-05,2.6475,0.7299847826086961,1.06,4.08,3.4970833333333338,1.2697432971014504,1.39,5.01
2021-08-06,7.3125,8.012984782608699,3.26,12.31,8.077916666666667,9.305208514492753,3.93,13.25
2021-08-07,7.644166666666667,4.125042753623188,4.46,10.77,9.219583333333334,7.758404166666662,4.98,13.62
2021-08-08,2.3291666666666666,0.5552775362318839,0.87,4.09,2.9704166666666665,1.0141780797101447,1.01,4.89
2021-08-09,3.26125,0.34309836956521733,2.4,4.05,4.164166666666667,0.8036601449275365,2.84,5.32
2021-08-10,4.5375000000000005,4.6615152173913055,1.71,7.73,5.28125,6.1648983695652175,1.99,8.84
2021-08-11,8.515,6.765086956521741,4.6,15.89,10.577083333333333,8.37548242753623,5.83,18.61
2021-08-12,13.509166666666667,39.34128623188406,6.11,25.68,15.629583333333334,52.024543297101424,6.78,29.12
2021-08-13,12.16125,33.33135923913044,3.46,24.05,14.590416666666668,37.35770851449275,4.32,27.52
2021-08-14,5.780833333333334,0.541286231884058,4.52,7.24,10.269583333333333,2.9654215579710157,6.72,13.38
2021-08-15,4.21375,0.9624418478260869,2.82,6.24,6.075833333333333,3.4225471014492763,3.3,9.87
2021-08-16,3.67625,1.109198369565217,2.03,5.33,4.639166666666667,0.8945731884057978,2.97,7.07
2021-08-17,2.0966666666666667,0.5057623188405799,1.19,3.49,3.105,1.1101652173913044,1.39,4.77
2021-08-18,3.45375,2.5900592391304356,2.13,7.59,5.1987499999999995,5.020620108695652,3.01,10.98
2021-08-19,3.3695833333333334,0.15408242753623186,2.73,4.04,4.9675,0.4882369565217388,3.76,6.8
2021-08-20,3.5908333333333338,0.9731557971014494,2.02,5.15,4.35375,1.6343548913043475,2.36,6.72
2021-08-21,5.318333333333333,4.022553623188405,2.23,9.26,7.265416666666667,5.921660688405798,3.2,11.43
2021-08-22,2.5595833333333333,0.5254302536231883,1.63,3.84,3.080833333333333,0.6431384057971015,1.95,4.55
2021-08-23,3.1704166666666667,3.442204166666667,1.44,7.34,3.825833333333333,4.767060144927536,1.71,8.67
2021-08-24,4.524166666666667,2.928277536231885,2.12,8.78,5.502916666666667,4.06545634057971,2.68,10.44
2021-08-25,6.194583333333334,28.379799818840574,1.27,16.02,7.736249999999999,33.52432880434782,1.92,18.11
2021-08-26,2.072083333333333,1.5702606884057972,0.81,3.91,4.6725,18.281767391304356,1.03,11.27
2021-08-27,1.8791666666666667,1.4392340579710143,0.77,4.48,2.15,1.7548782608695657,1.03,4.99
2021-08-28,2.827916666666667,2.4050172101449276,1.25,5.68,3.0666666666666664,2.5406579710144928,1.37,5.94
2021-08-29,2.0425,0.2383760869565217,1.51,3.26,2.2325,0.2450630434782608,1.66,3.44
2021-08-30,3.3679166666666664,0.3642519927536236,2.41,4.57,3.7470833333333338,0.47342155797101393,2.59,5.2
2021-08-31,5.539166666666667,1.8690340579710139,3.89,8.01,6.493333333333333,3.7587188405797094,4.28,11.63
2021-09-01,6.759166666666666,0.28866884057971004,5.88,7.88,10.955416666666666,1.0112519927536232,9.57,12.61
2021-09-02,4.303333333333334,0.9141884057971011,3.05,6.46,10.055416666666666,5.277921557971015,7.09,14.73
2021-09-03,3.50375,0.3557461956521739,2.68,5.0,9.243333333333334,1.334684057971016,7.47,11.84
2021-09-04,3.5454166666666667,2.0277041666666666,2.17,7.33,6.577500000000001,2.8854369565217377,4.38,9.64
2021-09-05,5.042083333333333,5.341608514492753,2.36,9.53,6.4125000000000005,7.8511673913043465,3.03,11.53
2021-09-06,17.951666666666664,52.2430579710145,10.07,29.09,20.277083333333334,53.47863894927537,12.16,31.75
2021-09-07,16.590833333333332,36.16864275362319,7.94,27.65,18.16,38.091695652173904,9.1,30.2
2021-09-08,9.226666666666667,4.142014492753622,6.6,14.7,10.970833333333333,5.618147101449271,7.7,16.83
2021-09-09,16.265833333333333,11.02610362318841,10.56,20.61,18.64625,12.848067934782609,12.82,23.94
2021-09-10,16.13,58.22879130434781,5.27,27.69,17.489583333333332,69.16876068840577,5.61,30.19
2021-09-11,8.15125,10.172767934782609,3.92,13.75,8.94875,8.915602717391307,4.99,14.29
